"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","firstTest()","","2026-06-20","passed","2026-06-20","","tests.SimpleJunitTest","tests.SimpleJunitTest","firstTest"
"","7253","xslsFileParsingTest()","","2026-06-20","passed","2026-06-20","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","xslsFileParsingTest"
"","4","jsonFileParsingTest()","","2026-06-20","passed","2026-06-20","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingTest"
"","10017","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","10023","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""1"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","10015","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""GGGGGGGGG"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","10018","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","10021","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""dfgdfgfdg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","2026-06-20","skipped","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","10013","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","3136","pdfFileParsingTest()","","2026-06-20","passed","2026-06-20","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","pdfFileParsingTest"
"","1779","uploadFileTest()","","2026-06-20","passed","2026-06-20","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","uploadFileTest"
"","10015","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""********"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","10013","Заполнив все обязательные поля должно появиться модальное окно с заполнеными данными","","2026-06-20","broken","2026-06-20","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillRequiredFields"
"","10010","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""УУУУУУУУУУУУ"" появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","30","jsonFileParsingImproovedTest()","","2026-06-20","passed","2026-06-20","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingImproovedTest"
"","10012","missFillingFields()","","2026-06-20","broken","2026-06-20","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","10014","Проверяем что есть предупреждение о куках","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
"","10018","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""!!!!!!!"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","10014","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1624","downloadFileTest()","","2026-06-20","passed","2026-06-20","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","downloadFileTest"
"","38","zipFileParsingTest()","","2026-06-20","passed","2026-06-20","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","2","thirdTest()","","2026-06-20","passed","2026-06-20","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","0","fillNotRequiredFields()","","2026-06-20","skipped","2026-06-20","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","10032","priceEurAndRub(Language) [2] EN","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","19","csvFileParsingTest()","","2026-06-20","passed","2026-06-20","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","csvFileParsingTest"
"","10021","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""2"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","10014","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-06-20","broken","2026-06-20","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
