"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","jsonFileParsingImproovedTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingImproovedTest"
"","15","csvFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","csvFileParsingTest"
"","7597","Тест на заполнение всех полей","","2026-05-30","failed","2026-05-30","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","7906","xslsFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","xslsFileParsingTest"
"","1221","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1613","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","1665","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""!!!!!!!"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1245","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","3","thirdTest()","","2026-05-30","passed","2026-05-30","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","2026-05-30","skipped","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
