"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30160","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1116","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","2","firstTest()","","2026-05-31","passed","2026-05-31","","tests.SimpleJunitTest","tests.SimpleJunitTest","firstTest"
"","11938","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""GGGGGGGGG"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","296","priceEurAndRub(Language) [2] EN","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","8094","Заполнив все обязательные поля должно появиться модальное окно с заполнеными данными","","2026-05-31","failed","2026-05-31","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillRequiredFields"
"","30136","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""********"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","30","jsonFileParsingImproovedTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingImproovedTest"
"","2304","uploadFileTest()","","2026-05-31","passed","2026-05-31","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","uploadFileTest"
"","30143","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","42","zipFileParsingTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","2026-05-31","skipped","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","28692","Проверяем что есть предупреждение о куках","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
"","5793","missFillingFields()","","2026-05-31","failed","2026-05-31","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","30148","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","2026-05-31","broken","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","15","csvFileParsingTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","csvFileParsingTest"
