"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5365","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""30"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","5397","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","2154","downloadFileTest()","","2026-06-19","passed","2026-06-19","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","downloadFileTest"
"","2","thirdTest()","","2026-06-19","passed","2026-06-19","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","5698","priceEurAndRub(Language) [2] EN","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","5388","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""2"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","0","fillNotRequiredFields()","","2026-06-19","skipped","2026-06-19","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","5","jsonFileParsingTest()","","2026-06-19","passed","2026-06-19","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingTest"
"","5366","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","2026-06-19","skipped","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","5382","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""dfgdfgfdg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1","firstTest()","","2026-06-19","passed","2026-06-19","","tests.SimpleJunitTest","tests.SimpleJunitTest","firstTest"
"","5362","Тест на заполнение всех полей","","2026-06-19","broken","2026-06-19","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","5407","missFillingFields()","","2026-06-19","broken","2026-06-19","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","33","zipFileParsingTest()","","2026-06-19","passed","2026-06-19","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","2016","priceEurAndRub(Language) [1] RU","","2026-06-19","passed","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","5380","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-06-19","broken","2026-06-19","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
