"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","thirdTest()","","2026-05-31","passed","2026-05-31","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","1263","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","0","fillNotRequiredFields()","","2026-05-31","skipped","2026-05-31","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","2784","Тест на заполнение всех полей","","2026-05-31","passed","2026-05-31","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","1894","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""GGGGGGGGG"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","536","missFillingFields()","","2026-05-31","passed","2026-05-31","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","45","zipFileParsingTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","4","jsonFileParsingTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingTest"
"","2","secondTest()","","2026-05-31","passed","2026-05-31","","tests.SimpleJunitTest","tests.SimpleJunitTest","secondTest"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","2026-05-31","skipped","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","31","jsonFileParsingImproovedTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingImproovedTest"
"","4071","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""1"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1635","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","284","priceEurAndRub(Language) [2] EN","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","19","csvFileParsingTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","csvFileParsingTest"
"","8888","xslsFileParsingTest()","","2026-05-31","passed","2026-05-31","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","xslsFileParsingTest"
"","1416","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","1981","downloadFileTest()","","2026-05-31","passed","2026-05-31","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","downloadFileTest"
"","1872","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""30"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1265","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""УУУУУУУУУУУУ"" появляется предупреждение ""Неверный логин или пароль.""","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","670","Проверяем что есть предупреждение о куках","","2026-05-31","passed","2026-05-31","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
