"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15809","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1323","priceEurAndRub(Language) [1] RU","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","27","jsonFileParsingImproovedTest()","","2026-06-08","passed","2026-06-08","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingImproovedTest"
"","15754","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","31","zipFileParsingTest()","","2026-06-08","passed","2026-06-08","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","1908","uploadFileTest()","","2026-06-08","passed","2026-06-08","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","uploadFileTest"
"","16434","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""dfgdfgfdg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","36588","Тест на заполнение всех полей","","2026-06-08","passed","2026-06-08","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","32","csvFileParsingTest()","","2026-06-08","passed","2026-06-08","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","csvFileParsingTest"
"","15967","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","17549","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""2"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","0","fillNotRequiredFields()","","2026-06-08","skipped","2026-06-08","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","15994","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""********"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","6","jsonFileParsingTest()","","2026-06-08","passed","2026-06-08","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingTest"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","2026-06-08","skipped","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","8930","Проверяем что есть предупреждение о куках","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
"","13708","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","1","thirdTest()","","2026-06-08","passed","2026-06-08","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","15803","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""30"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1","firstTest()","","2026-06-08","passed","2026-06-08","","tests.SimpleJunitTest","tests.SimpleJunitTest","firstTest"
"","16502","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""1"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","16473","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","14011","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","8405","missFillingFields()","","2026-06-08","passed","2026-06-08","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","7798","xslsFileParsingTest()","","2026-06-08","passed","2026-06-08","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","xslsFileParsingTest"
"","17036","Заполнив все обязательные поля должно появиться модальное окно с заполнеными данными","","2026-06-08","passed","2026-06-08","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillRequiredFields"
"","2308","pdfFileParsingTest()","","2026-06-08","passed","2026-06-08","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","pdfFileParsingTest"
"","1","secondTest()","","2026-06-08","passed","2026-06-08","","tests.SimpleJunitTest","tests.SimpleJunitTest","secondTest"
"","9011","priceEurAndRub(Language) [2] EN","","2026-06-08","passed","2026-06-08","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","1851","downloadFileTest()","","2026-06-08","passed","2026-06-08","","quru.qa.SelenideFilesTest","quru.qa.SelenideFilesTest","downloadFileTest"
