"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","642","Проверяем что есть предупреждение о куках","","Sat Apr 25 19:48:18 UTC 2026","passed","Sat Apr 25 19:48:19 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
"","3934","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""1"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:03 UTC 2026","passed","Sat Apr 25 19:48:07 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1336","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""2"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:09 UTC 2026","passed","Sat Apr 25 19:48:11 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","Sat Apr 25 19:48:25 UTC 2026","skipped","Sat Apr 25 19:48:25 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","1029","missFillingFields()","","Sat Apr 25 19:48:31 UTC 2026","passed","Sat Apr 25 19:48:32 UTC 2026","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","0","fillNotRequiredFields()","","Sat Apr 25 19:48:31 UTC 2026","skipped","Sat Apr 25 19:48:31 UTC 2026","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","1263","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""GGGGGGGGG"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:15 UTC 2026","passed","Sat Apr 25 19:48:16 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","2013","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""dfgdfgfdg"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:07 UTC 2026","passed","Sat Apr 25 19:48:09 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1337","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""********"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:12 UTC 2026","passed","Sat Apr 25 19:48:13 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1200","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","Sat Apr 25 19:48:20 UTC 2026","passed","Sat Apr 25 19:48:21 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","1180","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","Sat Apr 25 19:48:21 UTC 2026","passed","Sat Apr 25 19:48:23 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","3510","Тест на заполнение всех полей","","Sat Apr 25 19:48:28 UTC 2026","passed","Sat Apr 25 19:48:31 UTC 2026","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","2","firstTest()","","Sat Apr 25 19:48:25 UTC 2026","passed","Sat Apr 25 19:48:25 UTC 2026","","tests.SimpleJunitTest","tests.SimpleJunitTest","firstTest"
"","1114","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""УУУУУУУУУУУУ"" появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:24 UTC 2026","passed","Sat Apr 25 19:48:25 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1266","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""30"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:17 UTC 2026","passed","Sat Apr 25 19:48:18 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1323","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""!!!!!!!"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:11 UTC 2026","passed","Sat Apr 25 19:48:12 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1242","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:16 UTC 2026","passed","Sat Apr 25 19:48:17 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1249","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:13 UTC 2026","passed","Sat Apr 25 19:48:15 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","2382","Заполнив все обязательные поля должно появиться модальное окно с заполнеными данными","","Sat Apr 25 19:48:25 UTC 2026","passed","Sat Apr 25 19:48:27 UTC 2026","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillRequiredFields"
"","1134","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","Sat Apr 25 19:48:19 UTC 2026","passed","Sat Apr 25 19:48:20 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","12","thirdTest()","","Sat Apr 25 19:48:25 UTC 2026","passed","Sat Apr 25 19:48:25 UTC 2026","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","401","priceEurAndRub(Language) [2] EN","","Sat Apr 25 19:48:03 UTC 2026","passed","Sat Apr 25 19:48:03 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","2","secondTest()","","Sat Apr 25 19:48:25 UTC 2026","passed","Sat Apr 25 19:48:25 UTC 2026","","tests.SimpleJunitTest","tests.SimpleJunitTest","secondTest"
"","1154","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 19:48:23 UTC 2026","passed","Sat Apr 25 19:48:24 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","2486","priceEurAndRub(Language) [1] RU","","Sat Apr 25 19:48:00 UTC 2026","passed","Sat Apr 25 19:48:03 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
