"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","secondTest()","","2026-05-30","passed","2026-05-30","","tests.SimpleJunitTest","tests.SimpleJunitTest","secondTest"
"","1984","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""2"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1","firstTest()","","2026-05-30","passed","2026-05-30","","tests.SimpleJunitTest","tests.SimpleJunitTest","firstTest"
"","1947","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1324","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","3838","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""1"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","7225","xslsFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","xslsFileParsingTest"
"","1756","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""GGGGGGGGG"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","32","jsonFileParsingImproovedTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingImproovedTest"
"","4","jsonFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","jsonFileParsingTest"
"","1746","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""********"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1418","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","668","Проверяем что есть предупреждение о куках","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
"","1875","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""dfgdfgfdg"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","292","priceEurAndRub(Language) [2] EN","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","1265","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1710","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""!!!!!!!"" и появляется предупреждение ""Неверный логин или пароль.""","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","1348","pdfFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","pdfFileParsingTest"
"","7352","Тест на заполнение всех полей","","2026-05-30","failed","2026-05-30","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","35","zipFileParsingTest()","","2026-05-30","passed","2026-05-30","","quru.qa.FileParsingTest","quru.qa.FileParsingTest","zipFileParsingTest"
"","0","fillNotRequiredFields()","","2026-05-30","skipped","2026-05-30","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","5568","missFillingFields()","","2026-05-30","failed","2026-05-30","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","missFillingFields"
"","1430","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","2026-05-30","passed","2026-05-30","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
