"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1128","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""УУУУУУУУУУУУ"" появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 20:23:36 UTC 2026","passed","Sat Apr 25 20:23:38 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1159","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""яяяяя@яяяя.яя"" появляется предупреждение","","Sat Apr 25 20:23:32 UTC 2026","passed","Sat Apr 25 20:23:33 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","2093","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 20:23:28 UTC 2026","passed","Sat Apr 25 20:23:30 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","2136","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 20:23:24 UTC 2026","passed","Sat Apr 25 20:23:26 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","14","thirdTest()","","Sat Apr 25 20:23:38 UTC 2026","passed","Sat Apr 25 20:23:38 UTC 2026","","tests.SimpleJunitTest","tests.SimpleJunitTest","thirdTest"
"","1125","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 20:23:35 UTC 2026","passed","Sat Apr 25 20:23:36 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1144","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","Sat Apr 25 20:23:34 UTC 2026","passed","Sat Apr 25 20:23:35 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","1275","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""!!!!!!!"" и появляется предупреждение ""Неверный логин или пароль.""","","Sat Apr 25 20:23:22 UTC 2026","passed","Sat Apr 25 20:23:23 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","2","secondTest()","","Sat Apr 25 20:23:38 UTC 2026","passed","Sat Apr 25 20:23:38 UTC 2026","","tests.SimpleJunitTest","tests.SimpleJunitTest","secondTest"
"","1402","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""1111111@1111.11"" появляется предупреждение","","Sat Apr 25 20:23:33 UTC 2026","passed","Sat Apr 25 20:23:34 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
