"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1778","При вводе не корректных данных появляется предупреждение22222 При вводе не корректной почты ""qqqqqq@qqq.qq"" появляется предупреждение","","Mon Apr 20 20:00:19 UTC 2026","passed","Mon Apr 20 20:00:21 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","user"
"","1051","При вводе пустой почты и правильного пароля появляется предупреждение правильный пароль ""1234561111111111111111"" появляется предупреждение ""Неверный логин или пароль.""","","Mon Apr 20 20:00:21 UTC 2026","passed","Mon Apr 20 20:00:22 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldLoginEmpty"
"","1025","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""00000-0000"" и появляется предупреждение ""Неверный логин или пароль.""","","Mon Apr 20 20:00:14 UTC 2026","passed","Mon Apr 20 20:00:15 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","363","priceEurAndRub(Language) [2] EN","","Mon Apr 20 20:00:05 UTC 2026","passed","Mon Apr 20 20:00:05 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","priceEurAndRub"
"","1012","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""%*&YJHJfg"" и появляется предупреждение ""Неверный логин или пароль.""","","Mon Apr 20 20:00:12 UTC 2026","passed","Mon Apr 20 20:00:13 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
"","8169","Тест на заполнение всех полей","","Mon Apr 20 22:51:20 UTC 2026","passed","Mon Apr 20 22:51:28 UTC 2026","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillFormTests"
"","0","fillNotRequiredFields()","","Mon Apr 20 22:46:43 UTC 2026","skipped","Mon Apr 20 22:46:43 UTC 2026","","Класс Тестов на регистрацию нового пользователя","tests.TextBoxtestsWithPO","fillNotRequiredFields"
"","196","Проверяем что есть предупреждение о куках","","Mon Apr 20 20:00:16 UTC 2026","passed","Mon Apr 20 20:00:16 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fillFormTests"
"","0","siteShouldHaveRusAndEndButton(Language, List)","","Mon Apr 20 20:00:23 UTC 2026","skipped","Mon Apr 20 20:00:23 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","siteShouldHaveRusAndEndButton"
"","2332","Вводиться неверный пароль и появляется предупреждение Вводиться неверный пароль ""1"" и появляется предупреждение ""Неверный логин или пароль.""","","Mon Apr 20 20:00:05 UTC 2026","passed","Mon Apr 20 20:00:08 UTC 2026","","КЛАСС ТЕСТОВ НА АВТОРИЗАЦИЮ ПОЛЬЗОВАТЕЛЯ","tests.Birds","fieldNotCorrectPassword"
